0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
3.5,3.504,3.508,3.512,3.516,3.52,3.524,3.528,3.532,3.536,3.54,3.544,3.548,3.552,3.556,3.56,3.564,3.568,3.572,3.576,3.58,3.584,3.588,3.592,3.596,3.6,3.604,3.608,3.612,3.616,3.62,3.624,3.628,3.632,3.636,3.64,3.644,3.648,3.652,3.656,3.66,3.664,3.668,3.672,3.676,3.68,3.684,3.688,3.692,3.696,3.7,3.704,3.708,3.712,3.716,3.72,3.724,3.728,3.732,3.736,3.74,3.744,3.748,3.752,3.756,3.76,3.764,3.768,3.772,3.776,3.78,3.784,3.788,3.792,3.796,3.8,3.804,3.808,3.812,3.816,3.82,3.824,3.828,3.832,3.836,3.84,3.844,3.848,3.852,3.856,3.86,3.864,3.868,3.872,3.876,3.88,3.884,3.888,3.892,3.896,3.9,3.904,3.908,3.912,3.916,3.92,3.924,3.928,3.932,3.936,3.94,3.944,3.948,3.952,3.956,3.96,3.964,3.968,3.972,3.976,3.98,3.984,3.988,3.992,3.996,4
