0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,-0.0625,0.1875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000976562,0.00195312,-0.0205078,0.0351562,-0.109375,0.136719,-0.046875,-0.0585938
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05176e-05,-6.10352e-05,0.00109863,-0.00201416,0.0139465,-0.022583,0.0710449,-0.0933838,0.100739,-0.0678101,-0.0933838,0.127991,0.0428772
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.53674e-07,1.90735e-06,-4.86374e-05,9.15527e-05,-0.000979424,0.00170708,-0.00975895,0.0153351,-0.048481,0.0651474,-0.0982933,0.0951691,0.000659943,-0.0550156,0.0872154,-0.0302582,-0.113752,0.0827141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98023e-08,-5.96046e-08,1.96695e-06,-3.75509e-06,5.42998e-05,-9.80496e-05,0.000808775,-0.00136346,0.0069617,-0.0107378,0.0340356,-0.0463062,0.0829943,-0.0908014,0.0530056,-0.0167525,-0.0820816,0.0900301,0.0214945,-0.0798486,0.0393585,0.0457629,-0.0751909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.31323e-10,1.86265e-09,-7.54371e-08,1.45286e-07,-2.64682e-06,4.88013e-06,-5.25434e-05,9.20333e-05,-0.000645715,0.00106305,-0.00503426,0.00766689,-0.0243393,0.0333775,-0.0665404,0.0774969,-0.0746505,0.0570127,0.0336092,-0.0660213,0.0570127,-0.0129509,-0.0851023,0.0729248,0.0660627,-0.0952053,-0.0387223,0.100853
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91038e-11,-5.82077e-11,2.79397e-09,-5.41331e-09,1.18947e-07,-2.22353e-07,2.95253e-06,-5.29806e-06,4.72185e-05,-8.0799e-05,0.000506772,-0.000819593,0.00367723,-0.0055487,0.0176323,-0.0243134,0.0521265,-0.0630743,0.0780874,-0.0731342,0.0125365,0.0201353,-0.0745158,0.0657046,0.0318203,-0.0685679,0.0348159,0.0218316,-0.0750601,0.0257759,0.0890556,-0.0570537,-0.0929378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.09495e-13,1.81899e-12,-1.00954e-10,1.96451e-10,-5.05406e-09,9.5406e-09,-1.50615e-07,2.74813e-07,-2.96846e-06,5.21179e-06,-4.06264e-05,6.82446e-05,-0.000393982,0.000628404,-0.0027068,0.00405575,-0.0128967,0.0178555,-0.0403641,0.0501197,-0.0726283,0.0750312,-0.0438454,0.0197467,0.0538338,-0.0689254,0.0291897,0.00949774,-0.0717385,0.055973,0.0520683,-0.0765717,-0.00834698,0.0635939,-0.0300218,-0.0414038,0.0547412,0.0254602
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84217e-14,-5.68434e-14,3.58114e-12,-6.99174e-12,2.06114e-10,-3.91935e-10,7.1696e-09,-1.32425e-08,1.68008e-07,-3.00446e-07,2.79748e-06,-4.82433e-06,3.39977e-05,-5.62566e-05,0.000304619,-0.000480493,0.00200466,-0.00298711,0.00950306,-0.0131978,0.0310642,-0.0392985,0.0635615,-0.0696636,0.0606203,-0.0462737,-0.0203279,0.0448184,-0.0602336,0.0405318,0.0448184,-0.0656299,0.0198227,0.024348,-0.0640327,0.0294752,0.0711019,-0.0644271,-0.0561221,0.0788485,0.0368008,-0.0827697,-0.0236406
